City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,kerman,0,IR,1518915600,24,30.29,57.06,46.4,6.93
387,srednekolymsk,88,RU,1518918929,61,67.46,153.71,-7.33,3.71
388,monte san giovanni campano,92,IT,1518918931,100,41.64,13.51,37.76,2.82
389,leon valley,75,US,1518916560,77,29.5,-98.62,68,6.93
390,vila,90,IT,1518916800,100,45.18,8.4,39.2,2.24
391,okhotsk,0,RU,1518918933,92,59.36,143.24,3.33,7.96
392,ishigaki,75,JP,1518915600,64,24.34,124.16,71.6,12.75
393,whitecourt,40,CA,1518915600,60,54.14,-115.68,8.6,16.11
394,camacha,75,PT,1518917400,87,33.08,-16.33,60.8,6.93
395,dubrovnik,0,HR,1518917400,70,42.65,18.09,46.4,9.17
396,ixtapa,0,MX,1518918935,88,20.71,-105.21,66.33,1.92
397,andilamena,92,MG,1518918936,94,-17.01,48.57,66.33,3.71
398,payakumbuh,32,ID,1518918936,85,-0.23,100.63,77.54,3.15
399,alta floresta,92,BR,1518918936,93,-9.87,-56.08,75.87,1.92
400,dauriya,0,RU,1518918937,54,49.93,116.85,2.07,13.67
401,sangmelima,92,CM,1518918938,96,2.93,11.98,71.24,2.82
402,luganville,56,VU,1518918939,100,-15.51,167.18,82.71,1.36
403,chernyshevskiy,64,RU,1518918939,80,63.01,112.47,-13.18,3.6
404,scarborough,0,GB,1518915000,100,54.28,-0.41,32,4.94
405,tartagal,80,AR,1518918941,97,-22.52,-63.8,68.54,4.94
406,dudinka,68,RU,1518918673,80,69.41,86.18,4.19,13.67
407,souillac,75,FR,1518917400,93,45.6,-0.6,37.4,2.71
408,morondava,12,MG,1518918943,100,-20.3,44.28,75.47,5.28
409,gladstone,0,AU,1518918943,71,-23.84,151.26,86.72,5.95
410,bogale,0,MM,1518918944,70,16.29,95.4,79.11,5.39
411,dali,8,CN,1518918945,59,25.6,100.24,56.25,2.15
412,maudaha,0,IN,1518918945,69,25.68,80.11,64.31,2.59
413,jalu,48,LY,1518918945,89,29.03,21.55,49.77,2.93
414,vuktyl,80,RU,1518918946,85,63.86,57.31,15.4,4.83
415,marawi,64,PH,1518918947,90,8,124.29,75.6,2.82
416,eskisehir,0,TR,1518915000,93,39.78,30.52,32,8.05
417,pangkalanbuun,8,ID,1518918948,76,-2.68,111.62,86.99,4.61
418,marienburg,20,DE,1518916800,79,52.12,9.98,28.4,3.36
419,vytegra,88,RU,1518918948,91,61.01,36.45,20.44,6.62
420,quatre cocos,40,MU,1518915600,94,-20.21,57.76,77,4.7
421,taoudenni,0,ML,1518918950,81,22.68,-3.98,52.83,3.71
422,krutinka,68,RU,1518918951,78,56.01,71.51,11.44,11.65
423,kedrovyy,0,RU,1518915600,71,56.17,91.82,3.2,6.71
424,skjervoy,0,NO,1518918954,100,70.03,20.97,17.91,6.96
425,itoman,20,JP,1518915600,59,26.12,127.67,64.4,5.82
426,kudahuvadhoo,56,MV,1518918956,100,2.67,72.89,82.81,13
427,henderson,1,US,1518916500,18,36.04,-114.98,62.6,5.82
428,iqaluit,20,CA,1518915600,76,63.75,-68.52,-11.21,9.17
429,kandrian,80,PG,1518918957,97,-6.21,149.55,82.26,2.82
430,nautla,0,MX,1518918958,96,20.22,-96.78,74.57,19.71
431,turbat,0,PK,1518918958,70,26,63.05,61.3,2.59
432,ancud,64,CL,1518918959,96,-41.87,-73.83,59.31,4.05
433,livramento,40,BR,1518919200,100,-3.03,-60.18,78.8,3.36
434,muborak,76,UZ,1518918960,86,39.25,65.15,26.2,2.82
435,sabang,0,PH,1518918960,89,13.72,123.58,81.41,8.97
436,severodvinsk,90,RU,1518915600,84,64.56,39.82,6.8,6.29
437,katobu,12,ID,1518918961,73,-4.94,122.53,89.06,2.59
438,berdigestyakh,64,RU,1518918962,54,62.1,126.7,-11.12,3.83
439,port hueneme,20,US,1518915480,63,34.15,-119.2,71.6,6.93
440,port keats,92,AU,1518918963,100,-14.25,129.55,77.58,11.21
441,awbari,68,LY,1518918963,59,26.59,12.77,44.29,5.39
442,viedma,0,AR,1518918963,47,-40.81,-62.99,82.49,11.99
443,arlit,0,NE,1518918964,57,18.74,7.39,54.91,1.7
444,zlitan,92,LY,1518918781,100,32.47,14.57,50.85,3.94
445,moyale,12,ET,1518918966,68,3.52,39.05,70.47,7.18
446,esfarayen,0,IR,1518915600,75,37.08,57.51,42.8,4.7
447,carutapera,76,BR,1518918967,96,-1.2,-46.02,76.86,4.94
448,vares,75,BA,1518915600,93,44.16,18.33,37.4,2.24
449,liaozhong,92,CN,1518915600,37,41.51,122.73,17.6,6.71
450,lyubytino,88,RU,1518918969,90,58.81,33.39,23.54,6.17
451,severo-kurilsk,32,RU,1518918971,100,50.68,156.12,24.12,9.19
452,ostersund,88,SE,1518916800,100,63.18,14.64,24.8,5.82
453,churapcha,36,RU,1518918972,68,62,132.43,-15.66,3.38
454,dalby,0,AU,1518915600,42,-27.18,151.26,84.2,8.05
455,sept-iles,40,CA,1518915600,64,50.2,-66.38,-0.41,9.17
456,nansio,44,TZ,1518918973,73,-2.11,33.09,74.97,11.21
457,olinda,75,EC,1518915600,83,-2.03,-79.75,80.6,4.7
458,ust-tsilma,76,RU,1518918975,82,65.44,52.15,15.04,6.29
459,great yarmouth,64,GB,1518916800,86,52.61,1.73,37.4,8.05
460,tomigusuku,20,JP,1518915600,59,26.18,127.67,64.4,5.82
461,voznesenye,80,RU,1518918976,91,61.02,35.48,20.52,4.61
462,mackay,40,CA,1518915600,60,53.65,-115.58,12.2,16.11
463,kenai,1,US,1518915360,85,60.55,-151.26,26.6,9.17
464,alice springs,64,AU,1518917400,22,-23.7,133.88,96.8,5.82
465,pacific grove,1,US,1518917700,36,36.62,-121.92,62.6,11.41
466,tompa,90,HU,1518914700,93,46.2,19.53,35.6,6.93
467,bilma,0,NE,1518918979,84,18.69,12.92,53.51,2.82
468,brookhaven,90,US,1518916500,100,40.78,-72.92,35.6,4.7
469,novyy urgal,0,RU,1518918680,63,51.07,132.56,2.8,3.04
470,vostok,8,RU,1518918980,50,46.45,135.83,4.41,3.04
471,samsun,75,TR,1518915000,75,41.29,36.33,46.4,11.41
472,tautira,75,PF,1518917400,70,-17.73,-149.15,84.2,14.99
473,san pedro buenavista,20,MX,1518914640,78,20.01,-97.11,77,6.93
474,belyy yar,8,RU,1518915600,68,53.6,91.39,-20.21,2.26
475,fort saint james,44,CA,1518918983,52,54.43,-124.25,11.84,9.31
476,dunmore town,0,BS,1518918984,100,25.5,-76.65,74.57,7.63
477,port moresby,40,PG,1518915600,55,-9.47,147.16,89.6,8.05
478,kalach-na-donu,40,RU,1518915600,85,48.69,43.52,19.4,13.42
479,petropavlovsk-kamchatskiy,20,RU,1518915600,53,53.05,158.65,21.2,8.95
480,tual,32,ID,1518918988,100,-5.67,132.75,84.29,5.61
481,kavieng,36,PG,1518918989,100,-2.57,150.8,79.79,6.96
482,cleveland,90,US,1518916860,94,41.51,-81.69,32,5.82
483,ardmore,90,US,1518917700,93,34.99,-86.85,50,9.17
484,esna,44,RO,1518918990,87,45.2,27.57,26.82,3.38
485,sorong,0,ID,1518918990,100,-0.86,131.25,83.8,4.72
486,nadadores,32,MX,1518918991,84,27.03,-101.59,66.96,3.6
487,ambatondrazaka,92,MG,1518918991,99,-17.82,48.43,67.77,2.59
488,novoseleznevo,92,RU,1518918992,85,55.68,69.21,14.4,11.21
489,scottsbluff,1,US,1518915180,33,41.87,-103.67,46.4,5.82
490,gayny,76,RU,1518918993,85,60.3,54.33,17.06,8.19
491,hammerfest,0,NO,1518916800,72,70.66,23.68,15.8,6.93
492,lincoln,0,GB,1518916800,100,53.23,-0.54,37.4,3.36
493,pyay,0,MM,1518918995,67,18.82,95.22,77.58,4.5
494,pechora,76,RU,1518918996,82,65.12,57.16,15.12,7.4
495,nantucket,90,US,1518917700,69,41.28,-70.1,37.4,9.17
496,wewak,64,PG,1518918997,75,-3.55,143.63,85.06,2.59
497,la rioja,68,AR,1518918998,87,-29.41,-66.86,72.81,3.6
498,amudat,0,UG,1518918710,81,1.95,34.95,59.76,3.38
499,valentin gomez farias,40,MX,1518914700,23,24.05,-104.7,73.4,2.71
500,moerai,92,PF,1518919000,100,-22.43,-151.33,78.26,19.93
501,cururupu,64,BR,1518919000,99,-1.82,-44.87,74.39,3.49
502,bingol,92,TR,1518919001,99,38.88,40.49,37.31,5.39
503,teahupoo,75,PF,1518917400,70,-17.83,-149.27,84.2,14.99
504,la ronge,5,CA,1518915600,53,55.1,-105.3,-4.01,6.93
505,osoyoos,40,CA,1518915180,100,49.03,-119.47,30.2,8.05
506,obo,76,CF,1518919002,57,5.39,26.49,75.69,8.75
507,gorom-gorom,0,BF,1518919003,35,14.45,-0.24,64,7.63
508,tecoanapa,5,MX,1518914760,78,16.99,-99.26,80.6,8.05
509,novikovo,36,UA,1518919004,100,45.05,34.56,30.92,6.62
510,goderich,88,CA,1518919005,89,43.74,-81.71,28.04,15.46
511,mezen,24,RU,1518919005,87,65.85,44.24,13.86,4.61
512,port hedland,20,AU,1518917400,59,-20.31,118.58,89.6,11.41
513,aberdeen,1,US,1518915180,72,45.47,-98.49,15.8,8.05
514,prince george,1,CA,1518915600,56,53.92,-122.75,14,16.11
515,los llanos de aridane,75,ES,1518917400,67,28.66,-17.92,62.6,12.75
516,roswell,1,US,1518916500,50,33.39,-104.52,57.2,6.93
517,burnie,92,AU,1518919011,99,-41.05,145.91,64.35,8.97
518,banda aceh,64,ID,1518919012,88,5.56,95.32,79.47,3.6
519,kantunilkin,5,MX,1518914940,83,21.1,-87.49,75.2,4.7
520,isla mujeres,5,MX,1518914940,83,21.23,-86.73,75.2,4.7
521,kem,0,UG,1518919014,72,2.68,33.77,65.8,6.4
522,sinazongwe,56,ZM,1518919014,97,-17.26,27.46,73.98,1.59
523,batticaloa,0,LK,1518919015,100,7.71,81.69,76.82,3.94
524,bonthe,0,SL,1518919015,93,7.53,-12.5,77.09,5.17
525,buin,0,CL,1518915600,38,-33.73,-70.74,75.2,13.87
526,mahebourg,40,MU,1518915600,94,-20.41,57.7,77,4.7
527,port augusta,76,AU,1518915600,61,-32.49,137.76,77,26.4
528,goya,56,AR,1518919018,84,-29.14,-59.27,76.06,7.85
529,road town,40,VG,1518915180,78,18.42,-64.62,75.2,12.75
530,biak,8,ID,1518919019,85,-0.91,122.88,84.79,2.59
531,qaqortoq,64,GL,1518915000,71,60.72,-46.03,6.8,4.7
532,nanortalik,64,GL,1518919021,100,60.14,-45.24,26.29,11.65
533,isabela,0,PH,1518919022,61,10.2,122.99,86.68,5.17
534,onverwacht,75,SR,1518915600,94,5.59,-55.2,75.2,4.7
535,konstantinovskiy,92,RU,1518919023,92,57.83,39.59,19.99,8.41
536,goldsboro,90,US,1518917700,93,35.38,-77.99,50,10.42
537,rolante,0,BR,1518915600,78,-29.65,-50.58,73.4,11.41
538,keetmanshoop,0,NA,1518919025,46,-26.57,18.15,67.01,8.41
539,tiarei,75,PF,1518917400,70,-17.53,-149.33,84.2,14.99
540,flinders,0,AU,1518915600,51,-34.58,150.85,84.2,8.05
541,san patricio,44,PY,1518919027,93,-26.98,-56.83,73.98,2.26
542,lagos,20,NG,1518915600,88,6.46,3.39,82.4,4.7
543,wana,0,PK,1518919028,54,32.31,69.59,29.88,2.71
544,hovd,0,NO,1518915000,92,63.83,10.7,32,5.82
545,cuamba,0,MZ,1518919029,91,-14.8,36.54,69.44,4.61
546,langsa,8,ID,1518919030,86,4.47,97.97,77.68,2.15
547,nishihara,40,JP,1518915600,21,35.74,139.53,41,10.29
548,arkhara,0,RU,1518919031,47,49.42,130.09,6.75,3.83
549,axim,20,GH,1518919031,98,4.87,-2.24,81.64,12.1
550,alcaniz,20,ES,1518919032,78,41.05,-0.13,39.42,12.88
551,stara tura,92,SK,1518917400,100,48.78,17.69,30.2,4.7
552,tiznit,0,MA,1518919033,88,29.7,-9.73,51.85,3.94
553,port blair,0,IN,1518919033,100,11.67,92.75,79.97,2.93
554,craig,1,US,1518917400,54,40.52,-107.55,41,6.93
555,harper,1,US,1518916500,55,30.3,-99.24,69.8,9.19
556,marovoay,40,MG,1518915600,94,-16.11,46.64,77,6.93
557,lappeenranta,5,FI,1518916800,92,61.06,28.19,5,2.24
558,lengshuijiang,92,CN,1518919036,100,27.66,111.45,53.73,3.94
559,belmonte,20,PT,1518919037,77,40.36,-7.35,34.97,5.95
560,lukhovitsy,88,RU,1518919037,91,54.97,39.03,20.39,8.63
561,vao,80,EE,1518919038,87,59.1,26.19,21.51,7.4
